Stock,证券名称,Return_Y1,Return_Y2,Return_Y3,Return_Y4,Return_Y5,MarketCap_Y1,MarketCap_Y2,MarketCap_Y3,MarketCap_Y4,MarketCap_Y5,PB_Y1,PB_Y2,PB_Y3,PB_Y4,PB_Y5
000799.SZ,酒鬼酒,-42.27,130.32,346.59,39.48,-35.94,44820.7,69047.41,50851.39,11648.7,6147.61,0.05,0.02,0.05,0.19,0.21
000800.SZ,一汽解放,-39.16,52.63,17.49,-7.55,-20.44,10912.86,14526.95,8929.55,14075.19,15190.47,0.02,0.01,0.02,0.02,0.02
000801.SZ,四川九洲,-24.62,25.8,15.67,58.1,-32.62,6668.7,9808.72,6331.17,5523.16,5850.45,0.03,0.02,0.02,0.02,0.04
000802.SZ,北京文化,-24.99,-15.94,-38,-13.53,12.37,3870.67,3496.84,4174.64,6607.86,5656.02,0.02,0.02,0.01,0.02,0.02
000803.SZ,山高环能,-48.92,14.29,-4.11,73.92,-29.6,3221.6,3392.86,1710.32,1776.73,2996.57,1.22,0.22,0.77,0.05,0.05
000806.SZ,*ST银河,-64.98,-42.52,-24.95,65.57,-33.33,1230.78,1853.16,1167.84,1578.49,7515.3,0.06,0.02,0.02,0.07,-0.36
000807.SZ,云铝股份,-62.74,33.39,46.42,49.38,-1.05,34667.93,31433.59,19628.4,13398.4,23048.25,0.03,0.01,0.02,0.02,0.03
000809.SZ,ST新城,-39.17,0.87,-16.6,73.34,-15.91,2383.65,2779.55,1616.59,1954.76,3142.45,0.01,0.01,0.01,0.01,0.01
000810.SZ,创维数字,-20.51,121.74,-32.26,26.06,44.42,15574.78,10147.69,8188.28,11772.38,6670.75,0.03,0.02,0.04,0.02,0.02
000811.SZ,冰轮环境,-34.06,37.41,27.54,86.76,-28.62,8278.63,11478.19,6518.48,5228.24,4766.29,0.02,0.01,0.01,0.02,0.03
000812.SZ,陕西金叶,-27.98,-4.74,12.56,176.19,-34.56,5300.29,7205.32,2426.5,2212,3200.28,0.04,0.02,0.02,0.02,0.04
000813.SZ,德展健康,5.93,-32.12,-29.72,5.25,-8.16,8227.04,9033.5,9834.02,12668.03,9379.35,0.04,0.04,0.03,0.02,0.02
000815.SZ,美利云,-56.32,0.3,-22.37,26.8,107.49,9441.67,4672.17,3719.66,4706.93,4783.68,0.05,0.02,0.02,0.02,0.02
000816.SZ,智慧农业,-53.34,-1.45,175.32,2.04,-8.76,4933.08,5512.2,5278.3,2004.41,4289.45,0.01,0.01,0.01,0.03,0.03
000818.SZ,航锦科技,-29.17,123.96,16.25,82.48,-26.06,18497.33,25116.3,14209.97,13515.92,8959.53,0.04,0.02,0.05,0.05,0.08
000819.SZ,岳阳兴长,-30.29,-3.54,-11.96,181.61,24.51,6671.05,5513.34,2031.23,2307.58,3402.36,0.05,0.03,0.03,0.02,0.06
000820.SZ,神雾节能,-81.59,-70.82,-31.39,197.42,35.46,1317.47,975.15,336.56,483.26,8330.54,0.18,0.04,0.23,0,0.34
000821.SZ,京山轻机,-39.17,-15.62,61.38,47.61,21.61,9394.97,7736,4739.16,2932.93,4301.02,0.03,0.01,0.01,0.02,0.04
000822.SZ,山东海化,-46.99,5.11,-18.13,76.84,14.02,7062.28,6220.89,3544.56,4394.9,8100.58,0.03,0.01,0.01,0.01,0.02
000823.SZ,超声电子,-42.63,77.47,-16.43,22.92,-32.16,4988.21,7313.14,6158.48,7253.8,7275.27,0.02,0.01,0.02,0.02,0.02
000825.SZ,太钢不锈,-13.36,1.22,-8.84,118.69,-39.53,24607.48,40101.08,20436.5,23296.94,10314.63,0.01,0.01,0.01,0.01,0.01
000826.SZ,启迪环境,-56.37,-11.67,-27.4,-34.84,-19.72,5049.31,6365.27,9641.48,10932.14,28010.92,0.03,0.01,0.01,0.01,0
000828.SZ,东莞控股,-31.35,14.02,28.03,5.26,-9.99,9324.46,10582.27,10467.92,8565.61,11549.02,0.02,0.01,0.01,0.01,0.01
000829.SZ,天音控股,-41.68,12.07,3.98,192.78,-47.04,9975.02,18878.23,6084.64,5828.58,9025.73,0.04,0.02,0.03,0.03,0.08
000830.SZ,鲁西化工,-38.33,11.91,34.11,23.89,-8.25,18141.27,22341.85,18710.47,15387.8,23306.54,0.03,0.01,0.01,0.02,0.02
000831.SZ,中国稀土,-33.15,56.51,4.57,214.08,-16.55,32251.63,38274.29,13369.52,12712.32,12143.41,0.06,0.04,0.06,0.06,0.15
000833.SZ,粤桂股份,-33.47,10.9,-10.28,48.57,5.45,2548.29,2518.05,1708.94,1901.77,2586.11,0.02,0.01,0.01,0.01,0.01
000836.SZ,富通信息,-6.27,-4.74,-23.61,-0.36,-4.71,3274.91,3419.53,3455.78,4482.85,4931.64,0.03,0.04,0.04,0.03,0.03
000837.SZ,秦川机床,-36.6,9.13,64.88,47.69,-4.79,6662.45,7009.09,4810.11,2493.41,3565.61,0.02,0.01,0.01,0.02,0.03
000838.SZ,财信发展,-50.44,10.39,-10.68,176.56,-33.13,5658.72,6074.95,2301.42,2716.01,3690.85,0.04,0.02,0.02,0.02,0.04
000839.SZ,ST国安,-65.51,5.17,-33.42,14.41,3.8,9917.16,10505.13,9250.79,13876.19,37583.28,0.06,0.02,0.02,0.01,0.02
000848.SZ,承德露露,-10.65,2.38,2.25,58.59,-22.25,9127.81,11678.86,7642.39,7699.66,9255.24,0.05,0.04,0.04,0.04,0.05
000850.SZ,华茂股份,-29.74,28.56,-1.48,20.32,-24.72,3264.09,4301.82,3707.49,3811.27,4311.26,0.01,0.01,0.01,0.01,0.01
000851.SZ,高鸿股份,-22.52,22.01,28.21,-15.64,-20.07,5285.81,6567.31,6535.84,5032.59,4932.77,0.02,0.01,0.02,0.02,0.02
000852.SZ,石化机械,-26.75,15.51,-29.62,55.08,-19.14,5158.53,5357.7,3499.22,4930.02,5796.15,0.04,0.02,0.03,0.02,0.03
000856.SZ,冀东装备,-30.43,-25.74,-33.21,8.93,5.76,1884.1,1756.98,1645.75,2444.79,4651.23,0.16,0.11,0.08,0.05,0.05
000858.SZ,五粮液,-35.92,172.47,127.13,-22.1,-19.12,701352.92,864254.29,1107800.22,504873.77,303206.18,0.06,0.03,0.07,0.14,0.09
000859.SZ,国风新材,-33.23,105.33,-13.03,40.88,-25.44,4765.91,5956.32,3770.49,4228.87,3119.9,0.02,0.01,0.03,0.02,0.02
000860.SZ,顺鑫农业,69.3,119.45,39.56,-48.05,-22.6,22119.49,28320.66,53807.78,39076.28,10961.03,0.02,0.03,0.05,0.07,0.04
000861.SZ,海印股份,-17.05,-0.99,18.72,15.72,-27.12,5328.44,7088.78,6286.47,5050.6,5635.07,0.02,0.02,0.02,0.02,0.02
000862.SZ,银星能源,-39.7,72.51,-9.21,92.73,-27.44,3193.62,4441.99,2281.16,2526.82,1618.3,0.01,0.01,0.01,0.01,0.02
000863.SZ,三湘印象,-23.39,19.17,5.93,-16.87,23.62,5052.41,4260.18,5394.06,5468.18,4859.12,0.01,0.01,0.01,0.01,0.01
000868.SZ,安凯客车,-56.55,46.19,-23.32,-1.01,72.33,5015.97,2955.32,2844.78,3728.2,5787.07,0.05,0.03,0.07,0.04,0.07
000869.SZ,张裕A,-30.5,12.79,56.59,-26.87,-3.45,16108.37,17082,22871.67,16237.67,20867.94,0.03,0.02,0.02,0.03,0.02
000875.SZ,吉电股份,-37.85,28.95,38.83,117.92,-32.71,14894.18,22231.21,9164.74,6136.51,5036.13,0.01,0.01,0.01,0.01,0.02
000876.SZ,新希望,0.09,181.38,16.61,-32.28,-11.39,58123.54,65765.09,96872.71,83749.25,31036.04,0.02,0.01,0.03,0.03,0.02
000877.SZ,天山股份,-31.74,74.93,37.78,4.62,-43.28,14087.98,13474.33,13289.43,10429.12,9152.99,0.02,0.01,0.01,0.02,0.02
000878.SZ,云南铜业,-45.04,74.58,4.36,-6.72,-11.1,19970.79,21951.86,23758.04,19347.91,20098.6,0.03,0.02,0.03,0.03,0.02
000880.SZ,潍柴重机,-22.08,9.28,19.33,22.03,1.92,1512.97,1483.78,1243.24,1058.11,1243.24,0.02,0.01,0.02,0.02,0.02
000881.SZ,中广核技,-49.36,2.76,61.26,-7.73,-18.79,5998.44,7426.54,7609.07,2116.33,4026.27,0.03,0.01,0.01,0.02,0.01
000882.SZ,华联股份,-27.45,1.08,-17.05,2.93,2.16,5337.83,5228.33,5118.84,5584.85,6789.55,0.01,0.01,0.01,0.01,0.01
000883.SZ,湖北能源,-19.37,17.02,-4.45,38.22,-15.66,27323.45,34089.23,25238.92,27123.77,24751.19,0.01,0.01,0.01,0.01,0.01
000885.SZ,城发环境,-54.66,58.5,19.42,-6.56,-8.81,6080.48,6806.03,7486.63,5455.24,6606.85,0.04,0.02,0.02,0.02,0.01
000886.SZ,海南高速,-49.88,12.64,18.7,-17.79,24.91,4731.19,3866.61,4743.17,4028.75,7162.84,0.03,0.01,0.01,0.02,0.01
000887.SZ,中鼎股份,-44.02,-8.92,33.66,98.53,-34.96,19012.09,26571.94,14264.07,11023.81,22144.74,0.03,0.01,0.01,0.02,0.03
000888.SZ,峨眉山A,-47.83,18.28,-6.68,11.98,46.75,4989.87,3477.63,3161.48,3456.55,5674.85,0.03,0.01,0.01,0.01,0.01
000889.SZ,ST中嘉,-23.9,-8.18,-22.67,-30.65,-50.02,1617.92,3140.16,4592.81,5812.37,8292.73,0.03,0.02,0.02,0.02,0.01
000890.SZ,法尔胜,-34.52,25.22,-48.82,64.92,-15.02,1615.09,1719.72,1081.94,2080.34,2520.7,0.03,0.02,0.04,-0.09,27.87
000892.SZ,欢瑞世纪,-39.68,5.38,-49.15,76.52,4.3,2403.85,2414.55,1402.74,2696.26,3055.24,0.03,0.01,0.01,0.01,0.02
000893.SZ,亚钾国际,-55.65,42.27,40.03,232.07,12.55,20569.57,20168.47,3384.04,2436.51,3808.12,0.02,0.02,0.01,0.02,0.05
000895.SZ,双汇发展,-3.5,26.35,70.57,-29.21,-12.25,89824.73,46972.39,63061.32,25604.96,87424.13,0.07,0.05,0.06,0.07,0.05
000897.SZ,津滨发展,-31.8,-10.1,20.24,10.84,-14.61,3800.52,4398.91,4026.94,3396.21,5466.16,0.04,0.03,0.03,0.03,0.02
000898.SZ,鞍钢股份,-16.19,-11.63,-5.27,25.61,-23.9,21203.14,29800.89,24300.86,26778.9,39046.1,0.01,0.01,0.01,0.01,0.01
000899.SZ,赣能股份,-26.78,14.14,51.37,-12.03,67.72,9532.37,5785.75,6927.29,4751.53,3834.78,0.01,0.01,0.01,0.01,0.01
000900.SZ,现代投资,-37.17,16.11,1.45,2.29,2.93,6344.24,6404.95,6448.84,6614.67,9479.47,0.01,0.01,0.01,0.01,0.01
000901.SZ,航天科技,-44.15,28.22,8.13,6.66,-21.9,6513.32,8245.42,7666.63,6350.47,8830.17,0.03,0.01,0.02,0.02,0.02
000902.SZ,新洋丰,-6.68,-10.37,110.89,9.15,-31.05,13644.4,19984.42,18980.95,9270.61,11423.66,0.02,0.02,0.02,0.03,0.03
000903.SZ,云内动力,-30.48,8.18,75.44,-14.2,-30.9,4896.67,7173.72,8651.82,4506.44,6057.68,0.01,0.01,0.01,0.02,0.01
000905.SZ,厦门港务,-43.29,24.07,-3.21,5.59,-4.23,3833.81,3993.11,3807.26,3966.56,5596.74,0.02,0.01,0.01,0.01,0.01
000906.SZ,浙商中拓,-12.45,23.87,19.36,77.75,-13.91,6117.14,7391.03,4418.87,3861.57,3133.15,0.02,0.02,0.02,0.02,0.02
000908.SZ,景峰医药,-27.32,-14.97,24.7,-3.63,-26.33,2486.68,3307.93,3283.62,2717.08,3342.45,0.02,0.02,0.01,0.02,0.07
000909.SZ,ST数源,-37.61,17.99,4.86,-1.8,0.39,3091.64,3052.9,2555.04,2419.6,3092.88,0.03,0.02,0.02,0.03,0.02
000910.SZ,大亚圣象,-55.71,38.07,3.31,-1.8,-35.67,4661.51,7336.96,7638.25,7654.66,12107.74,0.04,0.01,0.02,0.01,0.01
000911.SZ,南宁糖业,-42.46,9.94,27.09,40.84,-23.18,2673.67,3467.67,2485.7,1944.49,3033.4,0.02,0.02,-0.04,0.22,0.27
000912.SZ,泸天化,-18.46,1.95,-17.46,60.29,-25.29,7416.64,9815.68,6240.64,7573.44,3381.3,81.9,0.19,0.02,0.01,0.02
000913.SZ,钱江摩托,-54.99,20.74,149.9,-47.53,32.48,8381.32,6435.68,11605.99,4993.43,9025.37,0.04,0.02,0.02,0.04,0.02
000915.SZ,华特达因,-51.22,84.49,-11.52,33.13,50.56,10656.43,7131.86,5477.03,6185.96,7035.65,0.05,0.02,0.04,0.03,0.03
000917.SZ,电广传媒,-24.21,-2.39,-28.58,41.42,-22.82,7341.6,9580.93,6281.35,8725.78,11728.48,0.01,0.01,0.01,0.01,0.01
000918.SZ,*ST嘉凯,9.12,-22.12,-39.32,-27.32,-15.7,3897.05,4492.44,6603.34,10771.02,12629.34,0.08,0.03,0.04,0.03,0.03
000919.SZ,金陵药业,-28.06,19.67,9.73,1.8,6.38,3910.31,3849.71,3869.88,3670.1,4448.16,0.02,0.01,0.01,0.01,0.01
000920.SZ,沃顿科技,-46.77,29.51,10.38,70.5,-18.53,3831.56,4847.01,3058.21,2800.9,4062.83,0.05,0.03,0.03,0.03,0.04
000921.SZ,海信家电,-47.7,81.2,26.38,8.82,-8.12,11890.3,13677.91,12999.53,11123.34,12556.33,0.03,0.01,0.02,0.02,0.02
000922.SZ,佳电股份,-21.97,15.14,30.97,50.34,-27.2,5246.46,7110.66,4816.15,3736.83,3910.47,0.03,0.02,0.02,0.02,0.03
000923.SZ,河钢资源,-41.23,8.89,70.7,-45.32,-6.03,8256.8,8978.77,15628.28,2924.46,4514.4,0.02,0.01,0.01,0.02,0.01
000925.SZ,众合科技,-48.05,14.91,-4.6,49.35,-26.21,3724.99,4825.07,3349.08,3036.62,4727.7,0.03,0.01,0.02,0.01,0.02
000926.SZ,福星股份,-43.36,7.96,-21.62,-14.15,0.73,3973.91,3977.73,4762.68,6152.23,10327.51,0.01,0.01,0.01,0,0
000927.SZ,中国铁物,-31.81,66.14,1.43,-39.91,-21.73,12444.65,13320.41,5223.74,8247.03,7289.93,0.13,-0.05,-0.14,-0.36,0.03
000928.SZ,中钢国际,-32.39,14.16,-3.37,116.73,-35.15,7532.43,11912.26,5592.01,3910.97,4837.96,0.02,0.01,0.01,0.01,0.02
000929.SZ,兰州黄河,-48.92,12.06,51.65,-6.09,23.48,2255.06,1822.25,1924.41,1289.13,2214.64,0.03,0.02,0.02,0.03,0.03
000930.SZ,中粮科技,-45.31,-11,28.43,32.96,-21.81,15483.65,10483.06,8120.27,5361.91,12865.24,0.07,0.06,0.01,0.02,0.02
000931.SZ,中关村,0.9,42.98,-29.86,15.21,-18.47,4589.08,5723.29,5141.26,6887.51,4582.54,0.03,0.03,0.04,0.03,0.04
000932.SZ,华菱钢铁,-25.9,10.7,7.63,10.84,-2.42,26874.77,29218.69,20179.87,20178.76,24454.49,0.03,0.01,0.01,0.01,0.01
000933.SZ,神火股份,-62.4,42.23,50.69,17.81,71.26,33382.65,20283.97,15165.98,10414.57,19289.76,0.03,0.01,0.01,0.04,0.02
000935.SZ,四川双马,-9.34,9.89,-20.2,96.73,-13.99,16032.25,18551.6,9802.53,12589.1,10506.15,0.05,0.03,0.03,0.02,0.03
000936.SZ,华西股份,-9.11,29.12,-0.38,-18.58,-18.55,4490.86,5553.79,6941.37,6914.78,5047.97,0.01,0.01,0.01,0.01,0.01
000937.SZ,冀中能源,-34.44,-0.42,17.13,44.38,30.31,18485.97,16015.37,12091.46,10638.16,16916.41,0.01,0.01,0.01,0.01,0.01
000938.SZ,紫光股份,-39.91,43.32,-8.24,14.5,-14.93,55800.16,65352.83,58488.63,64556.09,14843.94,0.03,0.02,0.02,0.02,0.02
000948.SZ,南天信息,-6.94,45.51,-4.43,43.85,49.6,6977.79,4770.01,3218.07,3380.76,2526.47,0.02,0.02,0.02,0.02,0.02
000949.SZ,新乡化纤,-41.02,46.22,-15.11,74.19,-40.31,4658.83,7053.26,4123.57,4864.96,5478.79,0.02,0.01,0.01,0.01,0.01
000950.SZ,重药控股,-89.82,15.13,-7.55,-0.17,2.38,8779.18,8813.74,8986.56,5000.44,3392.93,0.03,0.01,0.01,0.01,0.01
000951.SZ,中国重汽,-33.64,111.52,43.04,-22.92,-6.02,17433.67,19841.96,21110.1,15095.3,11693.83,0.02,0.01,0.02,0.03,0.01
000952.SZ,广济药业,-30.95,-4.22,-3.78,5.94,0.32,2347.4,2399.49,2251.72,2398.66,3611.83,0.05,0.03,0.02,0.02,0.02
000953.SZ,河化股份,-53.86,11.87,-0.48,38.7,31.47,2555.53,1884.34,1252.69,1276.22,2425.99,-0.28,-0.15,-0.04,0.09,0.13
000955.SZ,欣龙控股,-40.97,106.01,7.85,-38.52,2.1,2683.52,2645.41,4311.54,4408.31,3639.52,0.05,0.03,0.07,0.05,0.03
000957.SZ,中通客车,-60.29,51.39,33.6,-35.13,117.14,7168.21,3361.77,5175.92,3954.59,5371,0.02,0.01,0.01,0.02,0.01
000958.SZ,电投产融,-35.2,77.23,-15.34,8.35,-10.72,4915.22,5620.55,5223.86,6132.61,3312.24,0.02,0.01,0.02,0.02,0.02
000959.SZ,首钢股份,-38.47,-5.49,9.35,52.12,-34,22670.16,28977.2,19368.71,17851.57,17739.83,0.01,0.01,0.01,0.01,0.01
000960.SZ,锡业股份,-28.4,9.68,5.4,75.17,-27.63,23205.81,32591.2,18690.3,17421.95,15964.38,0.02,0.01,0.01,0.01,0.02
000961.SZ,中南建设,-12.51,93.68,-14.41,-47.63,-47.8,8346.14,15778.34,33608.06,39508.95,23715.96,0.02,0.01,0.02,0.01,0.01
000962.SZ,东方钽业,-28.99,14.57,26.72,31.87,-26.43,3918.99,5197.4,3888.13,3085.82,3769.11,0.03,0.02,0.03,0.03,0.04
000963.SZ,华东医药,-26.25,12.12,12.73,55.79,16.09,81887.23,70340.42,46473.67,42659.74,46774.3,0.06,0.04,0.04,0.03,0.04
000965.SZ,天保基建,-26.47,-15.95,13.03,-22.16,85.75,5227.3,2885.56,3928.8,3529.26,5771.12,0.01,0.01,0.01,0.01,0.01
000966.SZ,长源电力,-9.32,34.89,-10.49,86.3,-37.31,6055.81,8123.72,4455.3,5153.52,4277.98,0.01,0.01,0.01,0.01,0.02
000967.SZ,盈峰环境,-38.66,11.03,33.93,-5.91,-38.87,14426.61,14952.26,16318.3,7069.32,6831.23,0.03,0.02,0.01,0.02,0.01
000968.SZ,蓝焰控股,-37.4,-3.3,-20.42,13.85,-6.76,8407.6,9046.15,7846.45,5268.66,8625.81,0.05,0.03,0.02,0.02,0.02
000969.SZ,安泰科技,-49.55,47.75,-1.67,67.48,-28.72,7949.39,10985.55,6625.5,6665.54,7918.18,0.02,0.01,0.02,0.01,0.02
000970.SZ,中科三环,-49.58,49.21,-13.52,75.09,3.26,16582.5,17096.46,10066.14,11450.9,15317.58,0.04,0.02,0.03,0.02,0.04
000971.SZ,ST高升,-61.5,-6.48,-22.78,2.23,-20.86,1584.63,1965.04,1852.58,1839.49,4885.9,0.02,0.01,0.02,0.01,0.01
000972.SZ,中基健康,-34.43,25.13,-32.48,19,7.86,2175.02,2074.75,1766.24,2668.64,3231.68,0.04,0.03,0.06,0.04,0.17
000973.SZ,佛塑科技,-46.98,45.86,0.89,10.14,-12.94,4266.23,4982.11,4498.41,4488.74,5794.73,0.03,0.01,0.02,0.02,0.02
000975.SZ,银泰黄金,8.38,36.61,-8.08,4.74,31.53,27005.99,21497.39,14907.41,16841.33,11726.84,0.04,0.02,0.03,0.02,0.02
000976.SZ,ST华铁,-44.8,12.55,4.86,4.65,-34.66,5852.33,8850.14,8451.39,8195.99,4786.08,0.03,0.02,0.02,0.02,0.02
000977.SZ,浪潮信息,-20.29,92.51,-3.1,37.06,-39.67,31453.24,52054.13,39043.32,38806.49,25528.1,0.04,0.03,0.05,0.03,0.04
000978.SZ,桂林旅游,-37.08,3.29,-14.81,24.36,68.88,3301.68,1991.1,1631.04,1915.48,2984.63,0.02,0.01,0.01,0.01,0.02
000980.SZ,众泰汽车,-64.72,-32.98,-55.26,384.94,-30.29,18217.05,27225.32,1682.03,3650.62,6305.99,0.02,0.01,0,0.01,-0.06
000981.SZ,山子股份,-62.89,-41.79,5.81,57.25,-9.84,10322.9,8649.7,5277.35,4736.74,22731.21,0.04,0.01,0.01,0.01,0.03
000982.SZ,中银绒业,-64.76,47.84,-43.79,233.54,-42.73,7586.14,14362.53,4517.59,7927.09,6317.65,0.04,0.02,-0.05,0.04,0.13
000983.SZ,山西焦煤,-46.47,17.53,22.86,49.1,51.02,47724.92,33878.55,23104.43,19316.84,31953.14,0.02,0.01,0.01,0.01,0.02
000985.SZ,大庆华科,-40.61,33.5,-22.89,11.03,24.12,2258.32,1801.99,1643.83,2131.27,2699.09,0.05,0.03,0.04,0.03,0.03
000987.SZ,越秀资本,-18.76,23.16,54.06,-14.25,-5.06,30045.61,32328.91,38834.59,25792.63,5302.99,0.02,0.02,0.02,0.02,0.01
000988.SZ,华工科技,-28.51,72.5,15.51,19.94,-41.57,16491.81,27998.9,23307.71,20395.04,14773.22,0.05,0.02,0.03,0.04,0.04
000989.SZ,九芝堂,-47.12,-11.08,0.64,47.56,-13.72,5796.9,6674.51,4639.7,4920.88,6399.54,0.04,0.02,0.02,0.02,0.02
000990.SZ,诚志股份,-30.35,26.71,-20.24,33.42,-45.59,10694.08,19822.63,9891.54,12360.25,6691.31,0.01,0.01,0.01,0.01,0.01
000993.SZ,闽东电力,-43.13,62.5,10.19,59.69,-25.68,4485.43,5971.77,3013.84,2737.82,2950.43,0.02,0.01,0.02,0.02,0.03
000995.SZ,*ST皇台,-64.35,187.28,1.36393E+15,-18.99,-33.93,2936.1,4454.71,5659.32,1325.24,2533.35,-1.13,-0.05,-0.05,0.55,0.37
000996.SZ,*ST中期,-46.19,27.54,-16.79,-3.16,-24.56,2145.9,2815.2,3001.5,3657,5268.15,0.08,0.05,0.07,0.06,0.06
000997.SZ,新大陆,-18.41,10.69,-3.27,22.41,-27,13352.96,18597.12,15524.86,15983.7,16663.18,0.04,0.03,0.03,0.03,0.03
000998.SZ,隆平高科,-43.05,0.84,49.61,22.37,-31.43,20826.47,25675.33,19073.37,14198.18,24519.34,0.06,0.04,0.03,0.05,0.06
000999.SZ,华润三九,-7.24,30.05,-17.48,41.52,55.67,45798.68,33500.26,24401.18,30995.56,26612.35,0.03,0.02,0.02,0.02,0.02
001201.SZ,东瑞股份,0,0,0,-19.3,-9.52,2637.31,1710.56,0,0,0,0,0,0,0,0.02
001202.SZ,炬申股份,0,0,0,37.35,-22.82,577.99,600.67,0,0,0,0,0,0,0,0.03
001203.SZ,大中矿业,0,0,0,130.87,-14.34,5639.15,3301.62,0,0,0,0,0,0,0,0.05
001205.SZ,盛航股份,0,0,0,82.86,42.15,2860.51,729.12,0,0,0,0,0,0,0,0.02
001206.SZ,依依股份,0,0,0,9.38,-25.95,1557.74,1094.27,0,0,0,0,0,0,0,0.03
001207.SZ,联科科技,0,0,0,126.07,-37.82,872.05,995.54,0,0,0,0,0,0,0,0.03
001208.SZ,华菱线缆,0,0,0,1382.96,-34.93,2443.87,1981.38,0,0,0,0,0,0,0,0.06
001209.SZ,洪兴股份,0,0,0,-15.49,-31.44,503.99,640.71,0,0,0,0,0,0,0,0.02
001210.SZ,金房节能,0,0,0,75.69,-27.49,1049.04,805.27,0,0,0,0,0,0,0,0.03
001211.SZ,双枪科技,0,0,0,65.52,-29.33,841.28,571.32,0,0,0,0,0,0,0,0.03
001212.SZ,中旗新材,0,0,0,8.98,3.84,1404.94,732.47,0,0,0,0,0,0,0,0.02
001213.SZ,中铁特货,0,0,0,305.34,-30.13,4512,2693.33,0,0,0,0,0,0,0,0.02
001215.SZ,千味央厨,0,0,0,6554.96,11.61,2964.76,1238.64,0,0,0,0,0,0,0,0.05
001216.SZ,华瓷股份,0,0,0,1355.91,-15.08,859.5,1052.17,0,0,0,0,0,0,0,0.05
001217.SZ,华尔泰,0,0,0,1058.17,-30.02,1738.67,1602.15,0,0,0,0,0,0,0,0.03
001218.SZ,丽臣实业,0,0,0,-17.25,-30.41,1517.38,981.45,0,0,0,0,0,0,0,0.02
001219.SZ,青岛食品,0,0,0,1495.33,14.56,1496.52,679.32,0,0,0,0,0,0,0,0.06
001222.SZ,源飞宠物,0,0,0,0,408.98,845.34,0,0,0,0,0,0,0,0,0
001223.SZ,欧克科技,0,0,0,0,-76.64,1002.47,0,0,0,0,0,0,0,0,0
001225.SZ,和泰机电,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
001226.SZ,拓山重工,0,0,0,0,27.32,515.2,0,0,0,0,0,0,0,0,0
001227.SZ,兰州银行,0,0,0,0,8.48,2147.28,0,0,0,0,0,0,0,0,0
001228.SZ,永泰运,0,0,0,0,109.59,1285.77,0,0,0,0,0,0,0,0,0
001229.SZ,魅视科技,0,0,0,0,70.86,671,0,0,0,0,0,0,0,0,0
001230.SZ,劲旅环境,0,0,0,0,-46.91,718.21,0,0,0,0,0,0,0,0,0
001231.SZ,农心科技,0,0,0,0,95.97,566,0,0,0,0,0,0,0,0,0
001234.SZ,泰慕士,0,0,0,0,44.86,614.67,0,0,0,0,0,0,0,0,0
001236.SZ,弘业期货,0,0,0,0,14224.05,1365.54,0,0,0,0,0,0,0,0,0
001238.SZ,浙江正特,0,0,0,0,713.98,793.93,0,0,0,0,0,0,0,0,0
001255.SZ,博菲电气,0,0,0,0,765.14,669.4,0,0,0,0,0,0,0,0,0
001256.SZ,炜冈科技,0,0,0,0,339634.9,931.98,0,0,0,0,0,0,0,0,0
001258.SZ,立新能源,0,0,0,0,1300.54,2440.67,0,0,0,0,0,0,0,0,0
001259.SZ,利仁科技,0,0,0,0,172.84,507.4,0,0,0,0,0,0,0,0,0
001260.SZ,坤泰股份,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
001266.SZ,宏英智能,0,0,0,0,-3.32,680.13,0,0,0,0,0,0,0,0,0
001267.SZ,汇绿生态,0,0,0,10879.64,4.94,2195.61,2081.1,0,0,0,0,0,0,0,0.05
001268.SZ,联合精密,0,0,0,0,54.01,639.77,0,0,0,0,0,0,0,0,0
001269.SZ,欧晶科技,0,0,0,0,193806.27,3409.53,0,0,0,0,0,0,0,0,0
001270.SZ,铖昌科技,0,0,0,0,1907.27,3410.33,0,0,0,0,0,0,0,0,0
001278.SZ,一彬科技,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
001283.SZ,豪鹏科技,0,0,0,0,-0.61,1041.8,0,0,0,0,0,0,0,0,0
001286.SZ,陕西能源,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
001287.SZ,中电港,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
001288.SZ,运机集团,0,0,0,207.46,-18.6,825.21,712.4,0,0,0,0,0,0,0,0.02
001289.SZ,龙源电力,0,0,0,0,-45.79,2436.05,0,0,0,0,0,0,0,0,0
001296.SZ,长江材料,0,0,0,1.67034E+17,-54.03,723.45,1218.2,0,0,0,0,0,0,0,0.05
001298.SZ,好上好,0,0,0,0,5.8,856.32,0,0,0,0,0,0,0,0,0
001299.SZ,美能能源,0,0,0,0,3330.91,947.38,0,0,0,0,0,0,0,0,0
001300.SZ,三柏硕,0,0,0,0,368.95,944.63,0,0,0,0,0,0,0,0,0
001301.SZ,尚太科技,0,0,0,0,1.25964E+22,3834.28,0,0,0,0,0,0,0,0,0
001308.SZ,康冠科技,0,0,0,0,-19.8,1712.92,0,0,0,0,0,0,0,0,0
001309.SZ,德明利,0,0,0,0,299.7,1061.2,0,0,0,0,0,0,0,0,0
001311.SZ,多利科技,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
